dates,category,value,year,month,category2,heat
1984-08-19,max_temp,34.6,1984,8,1994년_이전,폭염
1984-08-20,max_temp,31.3,1984,8,1994년_이전,정상
1984-08-21,max_temp,31.2,1984,8,1994년_이전,정상
1984-08-22,max_temp,29.5,1984,8,1994년_이전,정상
1984-08-23,max_temp,27.3,1984,8,1994년_이전,정상
1984-08-24,max_temp,23.9,1984,8,1994년_이전,정상
1984-08-25,max_temp,29.5,1984,8,1994년_이전,정상
1984-08-26,max_temp,30.2,1984,8,1994년_이전,정상
1984-08-27,max_temp,28.5,1984,8,1994년_이전,정상
1984-08-28,max_temp,26.6,1984,8,1994년_이전,정상
1984-08-29,max_temp,29.4,1984,8,1994년_이전,정상
1984-08-30,max_temp,29.7,1984,8,1994년_이전,정상
1984-08-31,max_temp,24.2,1984,8,1994년_이전,정상
1985-07-01,max_temp,26.3,1985,7,1994년_이전,정상
1985-07-02,max_temp,30.9,1985,7,1994년_이전,정상
1985-07-03,max_temp,23.1,1985,7,1994년_이전,정상
1985-07-04,max_temp,27.2,1985,7,1994년_이전,정상
1985-07-05,max_temp,28,1985,7,1994년_이전,정상
1985-07-06,max_temp,27.5,1985,7,1994년_이전,정상
1985-07-07,max_temp,25.6,1985,7,1994년_이전,정상
1985-07-08,max_temp,25.4,1985,7,1994년_이전,정상
1985-07-09,max_temp,29.4,1985,7,1994년_이전,정상
1985-07-10,max_temp,26.5,1985,7,1994년_이전,정상
1985-07-11,max_temp,28.1,1985,7,1994년_이전,정상
1985-07-12,max_temp,23.5,1985,7,1994년_이전,정상
1985-07-13,max_temp,27.3,1985,7,1994년_이전,정상
1985-07-14,max_temp,29.3,1985,7,1994년_이전,정상
1985-07-15,max_temp,30.7,1985,7,1994년_이전,정상
1985-07-16,max_temp,27.8,1985,7,1994년_이전,정상
1985-07-17,max_temp,24.9,1985,7,1994년_이전,정상
1985-07-18,max_temp,28.2,1985,7,1994년_이전,정상
1985-07-19,max_temp,25.6,1985,7,1994년_이전,정상
1985-07-20,max_temp,30.5,1985,7,1994년_이전,정상
1985-07-21,max_temp,31.2,1985,7,1994년_이전,정상
1985-07-22,max_temp,32.7,1985,7,1994년_이전,정상
1985-07-23,max_temp,30.1,1985,7,1994년_이전,정상
1985-07-24,max_temp,31.8,1985,7,1994년_이전,정상
1985-07-25,max_temp,32,1985,7,1994년_이전,정상
1985-07-26,max_temp,33.5,1985,7,1994년_이전,폭염
1985-07-27,max_temp,32.1,1985,7,1994년_이전,정상
1985-07-28,max_temp,33.6,1985,7,1994년_이전,폭염
1985-07-29,max_temp,35.4,1985,7,1994년_이전,폭염
1985-07-30,max_temp,34.7,1985,7,1994년_이전,폭염
1985-07-31,max_temp,33.4,1985,7,1994년_이전,폭염
1985-08-01,max_temp,32.1,1985,8,1994년_이전,정상
1985-08-02,max_temp,27.3,1985,8,1994년_이전,정상
1985-08-03,max_temp,28.4,1985,8,1994년_이전,정상
1985-08-04,max_temp,30,1985,8,1994년_이전,정상
1985-08-05,max_temp,25.9,1985,8,1994년_이전,정상
1985-08-06,max_temp,31.9,1985,8,1994년_이전,정상
1985-08-07,max_temp,31.9,1985,8,1994년_이전,정상
1985-08-08,max_temp,34.3,1985,8,1994년_이전,폭염
1985-08-09,max_temp,27.4,1985,8,1994년_이전,정상
1985-08-10,max_temp,24.4,1985,8,1994년_이전,정상
1985-08-11,max_temp,30.2,1985,8,1994년_이전,정상
1985-08-12,max_temp,32.7,1985,8,1994년_이전,정상
1985-08-13,max_temp,31.7,1985,8,1994년_이전,정상
1985-08-14,max_temp,29.1,1985,8,1994년_이전,정상
1985-08-15,max_temp,28.3,1985,8,1994년_이전,정상
1985-08-16,max_temp,30.2,1985,8,1994년_이전,정상
1985-08-17,max_temp,29.1,1985,8,1994년_이전,정상
1985-08-18,max_temp,32.8,1985,8,1994년_이전,정상
1985-08-19,max_temp,33.6,1985,8,1994년_이전,폭염
1985-08-20,max_temp,33.2,1985,8,1994년_이전,폭염
1985-08-21,max_temp,32.4,1985,8,1994년_이전,정상
1985-08-22,max_temp,33.4,1985,8,1994년_이전,폭염
1985-08-23,max_temp,34.1,1985,8,1994년_이전,폭염
1985-08-24,max_temp,33.5,1985,8,1994년_이전,폭염
1985-08-25,max_temp,32.1,1985,8,1994년_이전,정상
1985-08-26,max_temp,31,1985,8,1994년_이전,정상
1985-08-27,max_temp,26.5,1985,8,1994년_이전,정상
1985-08-28,max_temp,28.4,1985,8,1994년_이전,정상
1985-08-29,max_temp,29.6,1985,8,1994년_이전,정상
1985-08-30,max_temp,32.3,1985,8,1994년_이전,정상
1985-08-31,max_temp,25.7,1985,8,1994년_이전,정상
1986-07-01,max_temp,24.8,1986,7,1994년_이전,정상
1986-07-02,max_temp,25.7,1986,7,1994년_이전,정상
1986-07-03,max_temp,24.7,1986,7,1994년_이전,정상
1986-07-04,max_temp,23.8,1986,7,1994년_이전,정상
1986-07-05,max_temp,23.7,1986,7,1994년_이전,정상
1986-07-06,max_temp,27.8,1986,7,1994년_이전,정상
1986-07-07,max_temp,29.9,1986,7,1994년_이전,정상
1986-07-08,max_temp,31.5,1986,7,1994년_이전,정상
1986-07-09,max_temp,27.9,1986,7,1994년_이전,정상
1986-07-10,max_temp,28.7,1986,7,1994년_이전,정상
1986-07-11,max_temp,23.3,1986,7,1994년_이전,정상
1986-07-12,max_temp,27.1,1986,7,1994년_이전,정상
1986-07-13,max_temp,25.3,1986,7,1994년_이전,정상
1986-07-14,max_temp,28.5,1986,7,1994년_이전,정상
1986-07-15,max_temp,29.3,1986,7,1994년_이전,정상
1986-07-16,max_temp,25.5,1986,7,1994년_이전,정상
1986-07-17,max_temp,25.1,1986,7,1994년_이전,정상
1986-07-18,max_temp,26,1986,7,1994년_이전,정상
1986-07-19,max_temp,24.7,1986,7,1994년_이전,정상
1986-07-20,max_temp,27.1,1986,7,1994년_이전,정상
1986-07-21,max_temp,25.4,1986,7,1994년_이전,정상
1986-07-22,max_temp,28,1986,7,1994년_이전,정상
1986-07-23,max_temp,27,1986,7,1994년_이전,정상
1986-07-24,max_temp,23.3,1986,7,1994년_이전,정상
1986-07-25,max_temp,26.9,1986,7,1994년_이전,정상
1986-07-26,max_temp,28.6,1986,7,1994년_이전,정상
1986-07-27,max_temp,27.2,1986,7,1994년_이전,정상
1986-07-28,max_temp,30,1986,7,1994년_이전,정상
1986-07-29,max_temp,28.2,1986,7,1994년_이전,정상
1986-07-30,max_temp,31.2,1986,7,1994년_이전,정상
1986-07-31,max_temp,31.7,1986,7,1994년_이전,정상
1986-08-01,max_temp,32.8,1986,8,1994년_이전,정상
1986-08-02,max_temp,31.3,1986,8,1994년_이전,정상
1986-08-03,max_temp,32.1,1986,8,1994년_이전,정상
1986-08-04,max_temp,28.8,1986,8,1994년_이전,정상
1986-08-05,max_temp,29.8,1986,8,1994년_이전,정상
1986-08-06,max_temp,29.7,1986,8,1994년_이전,정상
1986-08-07,max_temp,29,1986,8,1994년_이전,정상
1986-08-08,max_temp,30.4,1986,8,1994년_이전,정상
1986-08-09,max_temp,30.6,1986,8,1994년_이전,정상
1986-08-10,max_temp,29.9,1986,8,1994년_이전,정상
1986-08-11,max_temp,25.2,1986,8,1994년_이전,정상
1986-08-12,max_temp,27.1,1986,8,1994년_이전,정상
1986-08-13,max_temp,27.2,1986,8,1994년_이전,정상
1986-08-14,max_temp,30.1,1986,8,1994년_이전,정상
1986-08-15,max_temp,31.6,1986,8,1994년_이전,정상
1986-08-16,max_temp,26.4,1986,8,1994년_이전,정상
1986-08-17,max_temp,25.4,1986,8,1994년_이전,정상
1986-08-18,max_temp,24.7,1986,8,1994년_이전,정상
1986-08-19,max_temp,29.5,1986,8,1994년_이전,정상
1986-08-20,max_temp,26.4,1986,8,1994년_이전,정상
1986-08-21,max_temp,27.8,1986,8,1994년_이전,정상
1986-08-22,max_temp,27.8,1986,8,1994년_이전,정상
1986-08-23,max_temp,26.9,1986,8,1994년_이전,정상
1986-08-24,max_temp,29.4,1986,8,1994년_이전,정상
1986-08-25,max_temp,30.5,1986,8,1994년_이전,정상
1986-08-26,max_temp,30.5,1986,8,1994년_이전,정상
1986-08-27,max_temp,23.6,1986,8,1994년_이전,정상
1986-08-28,max_temp,23.2,1986,8,1994년_이전,정상
1986-08-29,max_temp,24.7,1986,8,1994년_이전,정상
1986-08-30,max_temp,27.6,1986,8,1994년_이전,정상
1986-08-31,max_temp,28.2,1986,8,1994년_이전,정상
1987-07-01,max_temp,30.6,1987,7,1994년_이전,정상
1987-07-02,max_temp,29.5,1987,7,1994년_이전,정상
1987-07-03,max_temp,28.7,1987,7,1994년_이전,정상
1987-07-04,max_temp,29.1,1987,7,1994년_이전,정상
1987-07-05,max_temp,27.5,1987,7,1994년_이전,정상
1987-07-06,max_temp,28.3,1987,7,1994년_이전,정상
1987-07-07,max_temp,29,1987,7,1994년_이전,정상
1987-07-08,max_temp,26.2,1987,7,1994년_이전,정상
1987-07-09,max_temp,30.6,1987,7,1994년_이전,정상
1987-07-10,max_temp,25.6,1987,7,1994년_이전,정상
1987-07-11,max_temp,24.5,1987,7,1994년_이전,정상
1987-07-12,max_temp,25.3,1987,7,1994년_이전,정상
1987-07-13,max_temp,26.8,1987,7,1994년_이전,정상
1987-07-14,max_temp,25.3,1987,7,1994년_이전,정상
1987-07-15,max_temp,23.1,1987,7,1994년_이전,정상
1987-07-16,max_temp,23.3,1987,7,1994년_이전,정상
1987-07-17,max_temp,26.6,1987,7,1994년_이전,정상
1987-07-18,max_temp,28.6,1987,7,1994년_이전,정상
1987-07-19,max_temp,30.4,1987,7,1994년_이전,정상
1987-07-20,max_temp,31.2,1987,7,1994년_이전,정상
1987-07-21,max_temp,25.7,1987,7,1994년_이전,정상
1987-07-22,max_temp,24.6,1987,7,1994년_이전,정상
1987-07-23,max_temp,25.6,1987,7,1994년_이전,정상
1987-07-24,max_temp,25.8,1987,7,1994년_이전,정상
1987-07-25,max_temp,29.4,1987,7,1994년_이전,정상
1987-07-26,max_temp,24.4,1987,7,1994년_이전,정상
1987-07-27,max_temp,26.8,1987,7,1994년_이전,정상
1987-07-28,max_temp,30,1987,7,1994년_이전,정상
1987-07-29,max_temp,25.6,1987,7,1994년_이전,정상
1987-07-30,max_temp,25.6,1987,7,1994년_이전,정상
1987-07-31,max_temp,26.1,1987,7,1994년_이전,정상
1987-08-01,max_temp,31.5,1987,8,1994년_이전,정상
1987-08-02,max_temp,27.8,1987,8,1994년_이전,정상
1987-08-03,max_temp,29.2,1987,8,1994년_이전,정상
1987-08-04,max_temp,24.7,1987,8,1994년_이전,정상
1987-08-05,max_temp,30.2,1987,8,1994년_이전,정상
1987-08-06,max_temp,27.8,1987,8,1994년_이전,정상
1987-08-07,max_temp,23.6,1987,8,1994년_이전,정상
1987-08-08,max_temp,25.6,1987,8,1994년_이전,정상
1987-08-09,max_temp,28,1987,8,1994년_이전,정상
1987-08-10,max_temp,27.7,1987,8,1994년_이전,정상
1987-08-11,max_temp,28.5,1987,8,1994년_이전,정상
1987-08-12,max_temp,29,1987,8,1994년_이전,정상
1987-08-13,max_temp,29.8,1987,8,1994년_이전,정상
1987-08-14,max_temp,31.6,1987,8,1994년_이전,정상
1987-08-15,max_temp,28.4,1987,8,1994년_이전,정상
1987-08-16,max_temp,25.9,1987,8,1994년_이전,정상
1987-08-17,max_temp,29.3,1987,8,1994년_이전,정상
1987-08-18,max_temp,30.3,1987,8,1994년_이전,정상
1987-08-19,max_temp,29.6,1987,8,1994년_이전,정상
1987-08-20,max_temp,25.2,1987,8,1994년_이전,정상
1987-08-21,max_temp,27.8,1987,8,1994년_이전,정상
1987-08-22,max_temp,30.3,1987,8,1994년_이전,정상
1987-08-23,max_temp,29.9,1987,8,1994년_이전,정상
1987-08-24,max_temp,31.1,1987,8,1994년_이전,정상
1987-08-25,max_temp,28.6,1987,8,1994년_이전,정상
1987-08-26,max_temp,30.4,1987,8,1994년_이전,정상
1987-08-27,max_temp,27.5,1987,8,1994년_이전,정상
1987-08-28,max_temp,30.5,1987,8,1994년_이전,정상
1987-08-29,max_temp,25,1987,8,1994년_이전,정상
1987-08-30,max_temp,22.4,1987,8,1994년_이전,정상
1987-08-31,max_temp,24.6,1987,8,1994년_이전,정상
1988-07-01,max_temp,31.6,1988,7,1994년_이전,정상
1988-07-02,max_temp,26,1988,7,1994년_이전,정상
1988-07-03,max_temp,30.8,1988,7,1994년_이전,정상
1988-07-04,max_temp,28.7,1988,7,1994년_이전,정상
1988-07-05,max_temp,24.9,1988,7,1994년_이전,정상
1988-07-06,max_temp,29.9,1988,7,1994년_이전,정상
1988-07-07,max_temp,29.4,1988,7,1994년_이전,정상
1988-07-08,max_temp,25,1988,7,1994년_이전,정상
1988-07-09,max_temp,23.6,1988,7,1994년_이전,정상
1988-07-10,max_temp,27.4,1988,7,1994년_이전,정상
1988-07-11,max_temp,27.5,1988,7,1994년_이전,정상
1988-07-12,max_temp,26.2,1988,7,1994년_이전,정상
1988-07-13,max_temp,28.8,1988,7,1994년_이전,정상
1988-07-14,max_temp,25.4,1988,7,1994년_이전,정상
1988-07-15,max_temp,30,1988,7,1994년_이전,정상
1988-07-16,max_temp,27,1988,7,1994년_이전,정상
1988-07-17,max_temp,28.9,1988,7,1994년_이전,정상
1988-07-18,max_temp,28.3,1988,7,1994년_이전,정상
1988-07-19,max_temp,27.6,1988,7,1994년_이전,정상
1988-07-20,max_temp,25.2,1988,7,1994년_이전,정상
1988-07-21,max_temp,30,1988,7,1994년_이전,정상
1988-07-22,max_temp,24.4,1988,7,1994년_이전,정상
1988-07-23,max_temp,27.2,1988,7,1994년_이전,정상
1988-07-24,max_temp,27.7,1988,7,1994년_이전,정상
1988-07-25,max_temp,25.1,1988,7,1994년_이전,정상
1988-07-26,max_temp,25.8,1988,7,1994년_이전,정상
1988-07-27,max_temp,27.4,1988,7,1994년_이전,정상
1988-07-28,max_temp,30.2,1988,7,1994년_이전,정상
1988-07-29,max_temp,30.8,1988,7,1994년_이전,정상
1988-07-30,max_temp,31.1,1988,7,1994년_이전,정상
1988-07-31,max_temp,31.3,1988,7,1994년_이전,정상
1988-08-01,max_temp,34.2,1988,8,1994년_이전,폭염
1988-08-02,max_temp,32.5,1988,8,1994년_이전,정상
1988-08-03,max_temp,32.9,1988,8,1994년_이전,정상
1988-08-04,max_temp,33.2,1988,8,1994년_이전,폭염
1988-08-05,max_temp,33.2,1988,8,1994년_이전,폭염
1988-08-06,max_temp,33.1,1988,8,1994년_이전,폭염
1988-08-07,max_temp,36,1988,8,1994년_이전,폭염
1988-08-08,max_temp,33.4,1988,8,1994년_이전,폭염
1988-08-09,max_temp,33.8,1988,8,1994년_이전,폭염
1988-08-10,max_temp,36.6,1988,8,1994년_이전,폭염
1988-08-11,max_temp,34.4,1988,8,1994년_이전,폭염
1988-08-12,max_temp,33.1,1988,8,1994년_이전,폭염
1988-08-13,max_temp,33.9,1988,8,1994년_이전,폭염
1988-08-14,max_temp,34.7,1988,8,1994년_이전,폭염
1988-08-15,max_temp,33.2,1988,8,1994년_이전,폭염
1988-08-16,max_temp,32.8,1988,8,1994년_이전,정상
1988-08-17,max_temp,31.4,1988,8,1994년_이전,정상
1988-08-18,max_temp,31.2,1988,8,1994년_이전,정상
1988-08-19,max_temp,30.8,1988,8,1994년_이전,정상
1988-08-20,max_temp,29.8,1988,8,1994년_이전,정상
1988-08-21,max_temp,27.9,1988,8,1994년_이전,정상
1988-08-22,max_temp,27.6,1988,8,1994년_이전,정상
1988-08-23,max_temp,29.4,1988,8,1994년_이전,정상
1988-08-24,max_temp,28.8,1988,8,1994년_이전,정상
1988-08-25,max_temp,28.5,1988,8,1994년_이전,정상
1988-08-26,max_temp,29,1988,8,1994년_이전,정상
1988-08-27,max_temp,23.7,1988,8,1994년_이전,정상
1988-08-28,max_temp,24.6,1988,8,1994년_이전,정상
1988-08-29,max_temp,23.6,1988,8,1994년_이전,정상
1988-08-30,max_temp,26.6,1988,8,1994년_이전,정상
1988-08-31,max_temp,28.4,1988,8,1994년_이전,정상
1989-07-01,max_temp,28.3,1989,7,1994년_이전,정상
1989-07-02,max_temp,26.3,1989,7,1994년_이전,정상
1989-07-03,max_temp,25.8,1989,7,1994년_이전,정상
1989-07-04,max_temp,27.5,1989,7,1994년_이전,정상
1989-07-05,max_temp,29.8,1989,7,1994년_이전,정상
1989-07-06,max_temp,30.8,1989,7,1994년_이전,정상
1989-07-07,max_temp,30.7,1989,7,1994년_이전,정상
1989-07-08,max_temp,24,1989,7,1994년_이전,정상
1989-07-09,max_temp,28.1,1989,7,1994년_이전,정상
1989-07-10,max_temp,28.7,1989,7,1994년_이전,정상
1989-07-11,max_temp,23.6,1989,7,1994년_이전,정상
1989-07-12,max_temp,28.6,1989,7,1994년_이전,정상
1989-07-13,max_temp,29.6,1989,7,1994년_이전,정상
1989-07-14,max_temp,31,1989,7,1994년_이전,정상
1989-07-15,max_temp,25.8,1989,7,1994년_이전,정상
1989-07-16,max_temp,27,1989,7,1994년_이전,정상
1989-07-17,max_temp,29.5,1989,7,1994년_이전,정상
1989-07-18,max_temp,31.3,1989,7,1994년_이전,정상
1989-07-19,max_temp,31.5,1989,7,1994년_이전,정상
1989-07-20,max_temp,27.9,1989,7,1994년_이전,정상
1989-07-21,max_temp,29,1989,7,1994년_이전,정상
1989-07-22,max_temp,31.3,1989,7,1994년_이전,정상
1989-07-23,max_temp,31.1,1989,7,1994년_이전,정상
1989-07-24,max_temp,30.5,1989,7,1994년_이전,정상
1989-07-25,max_temp,27.7,1989,7,1994년_이전,정상
1989-07-26,max_temp,29.9,1989,7,1994년_이전,정상
1989-07-27,max_temp,23.7,1989,7,1994년_이전,정상
1989-07-28,max_temp,25.2,1989,7,1994년_이전,정상
1989-07-29,max_temp,26.1,1989,7,1994년_이전,정상
1989-07-30,max_temp,31.4,1989,7,1994년_이전,정상
1989-07-31,max_temp,33.3,1989,7,1994년_이전,폭염
1989-08-01,max_temp,31.1,1989,8,1994년_이전,정상
1989-08-02,max_temp,30.1,1989,8,1994년_이전,정상
1989-08-03,max_temp,31.6,1989,8,1994년_이전,정상
1989-08-04,max_temp,33.4,1989,8,1994년_이전,폭염
1989-08-05,max_temp,35.3,1989,8,1994년_이전,폭염
1989-08-06,max_temp,34.6,1989,8,1994년_이전,폭염
1989-08-07,max_temp,30.9,1989,8,1994년_이전,정상
1989-08-08,max_temp,30.7,1989,8,1994년_이전,정상
1989-08-09,max_temp,30.4,1989,8,1994년_이전,정상
1989-08-10,max_temp,30.2,1989,8,1994년_이전,정상
1989-08-11,max_temp,26.6,1989,8,1994년_이전,정상
1989-08-12,max_temp,27.5,1989,8,1994년_이전,정상
1989-08-13,max_temp,31.4,1989,8,1994년_이전,정상
1989-08-14,max_temp,32.5,1989,8,1994년_이전,정상
1989-08-15,max_temp,31.1,1989,8,1994년_이전,정상
1989-08-16,max_temp,30.2,1989,8,1994년_이전,정상
1989-08-17,max_temp,30.5,1989,8,1994년_이전,정상
1989-08-18,max_temp,30.9,1989,8,1994년_이전,정상
1989-08-19,max_temp,29.7,1989,8,1994년_이전,정상
1989-08-20,max_temp,27,1989,8,1994년_이전,정상
1989-08-21,max_temp,24.1,1989,8,1994년_이전,정상
1989-08-22,max_temp,26.3,1989,8,1994년_이전,정상
1989-08-23,max_temp,30,1989,8,1994년_이전,정상
1989-08-24,max_temp,30.2,1989,8,1994년_이전,정상
1989-08-25,max_temp,29.2,1989,8,1994년_이전,정상
1989-08-26,max_temp,29.8,1989,8,1994년_이전,정상
1989-08-27,max_temp,29.6,1989,8,1994년_이전,정상
1989-08-28,max_temp,29,1989,8,1994년_이전,정상
1989-08-29,max_temp,24.2,1989,8,1994년_이전,정상
1989-08-30,max_temp,25.4,1989,8,1994년_이전,정상
1989-08-31,max_temp,27.9,1989,8,1994년_이전,정상
1990-07-01,max_temp,27.4,1990,7,1994년_이전,정상
1990-07-02,max_temp,21.2,1990,7,1994년_이전,정상
1990-07-03,max_temp,22.3,1990,7,1994년_이전,정상
1990-07-04,max_temp,26.3,1990,7,1994년_이전,정상
1990-07-05,max_temp,28.6,1990,7,1994년_이전,정상
1990-07-06,max_temp,27.8,1990,7,1994년_이전,정상
1990-07-07,max_temp,29.6,1990,7,1994년_이전,정상
1990-07-08,max_temp,31.3,1990,7,1994년_이전,정상
1990-07-09,max_temp,32.3,1990,7,1994년_이전,정상
1990-07-10,max_temp,31.3,1990,7,1994년_이전,정상
1990-07-11,max_temp,26.2,1990,7,1994년_이전,정상
1990-07-12,max_temp,31.4,1990,7,1994년_이전,정상
1990-07-13,max_temp,27.3,1990,7,1994년_이전,정상
1990-07-14,max_temp,24,1990,7,1994년_이전,정상
1990-07-15,max_temp,27.7,1990,7,1994년_이전,정상
1990-07-16,max_temp,28.2,1990,7,1994년_이전,정상
1990-07-17,max_temp,26.4,1990,7,1994년_이전,정상
1990-07-18,max_temp,25.3,1990,7,1994년_이전,정상
1990-07-19,max_temp,29.4,1990,7,1994년_이전,정상
1990-07-20,max_temp,28.3,1990,7,1994년_이전,정상
1990-07-21,max_temp,25.7,1990,7,1994년_이전,정상
1990-07-22,max_temp,28.7,1990,7,1994년_이전,정상
1990-07-23,max_temp,26.7,1990,7,1994년_이전,정상
1990-07-24,max_temp,26.6,1990,7,1994년_이전,정상
1990-07-25,max_temp,29,1990,7,1994년_이전,정상
1990-07-26,max_temp,28.9,1990,7,1994년_이전,정상
1990-07-27,max_temp,29.3,1990,7,1994년_이전,정상
1990-07-28,max_temp,32,1990,7,1994년_이전,정상
1990-07-29,max_temp,34.2,1990,7,1994년_이전,폭염
1990-07-30,max_temp,33.5,1990,7,1994년_이전,폭염
1990-07-31,max_temp,33.2,1990,7,1994년_이전,폭염
1990-08-01,max_temp,33,1990,8,1994년_이전,폭염
1990-08-02,max_temp,33.9,1990,8,1994년_이전,폭염
1990-08-03,max_temp,33.4,1990,8,1994년_이전,폭염
1990-08-04,max_temp,32.9,1990,8,1994년_이전,정상
1990-08-05,max_temp,33.7,1990,8,1994년_이전,폭염
1990-08-06,max_temp,34.3,1990,8,1994년_이전,폭염
1990-08-07,max_temp,35.5,1990,8,1994년_이전,폭염
1990-08-08,max_temp,33.7,1990,8,1994년_이전,폭염
1990-08-09,max_temp,32,1990,8,1994년_이전,정상
1990-08-10,max_temp,31.1,1990,8,1994년_이전,정상
1990-08-11,max_temp,31.1,1990,8,1994년_이전,정상
1990-08-12,max_temp,32.8,1990,8,1994년_이전,정상
1990-08-13,max_temp,33.3,1990,8,1994년_이전,폭염
1990-08-14,max_temp,27.8,1990,8,1994년_이전,정상
1990-08-15,max_temp,31.4,1990,8,1994년_이전,정상
1990-08-16,max_temp,27.7,1990,8,1994년_이전,정상
1990-08-17,max_temp,30.6,1990,8,1994년_이전,정상
1990-08-18,max_temp,30.2,1990,8,1994년_이전,정상
1990-08-19,max_temp,26,1990,8,1994년_이전,정상
1990-08-20,max_temp,25.3,1990,8,1994년_이전,정상
1990-08-21,max_temp,24.6,1990,8,1994년_이전,정상
1990-08-22,max_temp,31.6,1990,8,1994년_이전,정상
1990-08-23,max_temp,29.1,1990,8,1994년_이전,정상
1990-08-24,max_temp,30.3,1990,8,1994년_이전,정상
1990-08-25,max_temp,30,1990,8,1994년_이전,정상
1990-08-26,max_temp,30.4,1990,8,1994년_이전,정상
1990-08-27,max_temp,31.7,1990,8,1994년_이전,정상
1990-08-28,max_temp,31.8,1990,8,1994년_이전,정상
1990-08-29,max_temp,31,1990,8,1994년_이전,정상
1990-08-30,max_temp,31.9,1990,8,1994년_이전,정상
1990-08-31,max_temp,25.1,1990,8,1994년_이전,정상
1991-07-01,max_temp,24.6,1991,7,1994년_이전,정상
1991-07-02,max_temp,29.5,1991,7,1994년_이전,정상
1991-07-03,max_temp,30.8,1991,7,1994년_이전,정상
1991-07-04,max_temp,31.2,1991,7,1994년_이전,정상
1991-07-05,max_temp,29.9,1991,7,1994년_이전,정상
1991-07-06,max_temp,29.6,1991,7,1994년_이전,정상
1991-07-07,max_temp,25.6,1991,7,1994년_이전,정상
1991-07-08,max_temp,25.7,1991,7,1994년_이전,정상
1991-07-09,max_temp,24.5,1991,7,1994년_이전,정상
1991-07-10,max_temp,27.6,1991,7,1994년_이전,정상
1991-07-11,max_temp,25.2,1991,7,1994년_이전,정상
1991-07-12,max_temp,29.4,1991,7,1994년_이전,정상
1991-07-13,max_temp,29.1,1991,7,1994년_이전,정상
1991-07-14,max_temp,29.1,1991,7,1994년_이전,정상
1991-07-15,max_temp,24.5,1991,7,1994년_이전,정상
1991-07-16,max_temp,26.7,1991,7,1994년_이전,정상
1991-07-17,max_temp,28.6,1991,7,1994년_이전,정상
1991-07-18,max_temp,30.3,1991,7,1994년_이전,정상
1991-07-19,max_temp,27.4,1991,7,1994년_이전,정상
1991-07-20,max_temp,25.9,1991,7,1994년_이전,정상
1991-07-21,max_temp,25.9,1991,7,1994년_이전,정상
1991-07-22,max_temp,27.3,1991,7,1994년_이전,정상
1991-07-23,max_temp,27.9,1991,7,1994년_이전,정상
1991-07-24,max_temp,25.7,1991,7,1994년_이전,정상
1991-07-25,max_temp,24.4,1991,7,1994년_이전,정상
1991-07-26,max_temp,27,1991,7,1994년_이전,정상
1991-07-27,max_temp,29.5,1991,7,1994년_이전,정상
1991-07-28,max_temp,32,1991,7,1994년_이전,정상
1991-07-29,max_temp,30.3,1991,7,1994년_이전,정상
1991-07-30,max_temp,27.7,1991,7,1994년_이전,정상
1991-07-31,max_temp,29.5,1991,7,1994년_이전,정상
1991-08-01,max_temp,30.3,1991,8,1994년_이전,정상
1991-08-02,max_temp,24.4,1991,8,1994년_이전,정상
1991-08-03,max_temp,28.3,1991,8,1994년_이전,정상
1991-08-04,max_temp,25.9,1991,8,1994년_이전,정상
1991-08-05,max_temp,30,1991,8,1994년_이전,정상
1991-08-06,max_temp,28.2,1991,8,1994년_이전,정상
1991-08-07,max_temp,28.7,1991,8,1994년_이전,정상
1991-08-08,max_temp,30.8,1991,8,1994년_이전,정상
1991-08-09,max_temp,25.4,1991,8,1994년_이전,정상
1991-08-10,max_temp,29.5,1991,8,1994년_이전,정상
1991-08-11,max_temp,30.9,1991,8,1994년_이전,정상
1991-08-12,max_temp,31.5,1991,8,1994년_이전,정상
1991-08-13,max_temp,31.8,1991,8,1994년_이전,정상
1991-08-14,max_temp,33.2,1991,8,1994년_이전,폭염
1991-08-15,max_temp,34.2,1991,8,1994년_이전,폭염
1991-08-16,max_temp,31.4,1991,8,1994년_이전,정상
1991-08-17,max_temp,31.5,1991,8,1994년_이전,정상
1991-08-18,max_temp,31.6,1991,8,1994년_이전,정상
1991-08-19,max_temp,31.5,1991,8,1994년_이전,정상
1991-08-20,max_temp,34.7,1991,8,1994년_이전,폭염
1991-08-21,max_temp,33.2,1991,8,1994년_이전,폭염
1991-08-22,max_temp,29.3,1991,8,1994년_이전,정상
1991-08-23,max_temp,24.4,1991,8,1994년_이전,정상
1991-08-24,max_temp,29.9,1991,8,1994년_이전,정상
1991-08-25,max_temp,30.1,1991,8,1994년_이전,정상
1991-08-26,max_temp,30,1991,8,1994년_이전,정상
1991-08-27,max_temp,29.1,1991,8,1994년_이전,정상
1991-08-28,max_temp,29.7,1991,8,1994년_이전,정상
1991-08-29,max_temp,31.8,1991,8,1994년_이전,정상
1991-08-30,max_temp,29.1,1991,8,1994년_이전,정상
1991-08-31,max_temp,29.2,1991,8,1994년_이전,정상
1992-07-01,max_temp,27.5,1992,7,1994년_이전,정상
1992-07-02,max_temp,25.4,1992,7,1994년_이전,정상
1992-07-03,max_temp,22.5,1992,7,1994년_이전,정상
1992-07-04,max_temp,28.3,1992,7,1994년_이전,정상
1992-07-05,max_temp,31.3,1992,7,1994년_이전,정상
